INSEE;ZRR
47327;1
47328;1
48001;1
48002;1
48003;1
48004;1
48005;1
48007;1
48008;1
48009;1
48010;1
48012;1
48013;1
48015;1
48016;1
48017;1
48018;1
48019;1
48020;1
48021;1
48025;1
48026;1
48027;1
48028;1
48029;1
48030;1
48031;1
48032;1
48034;1
48036;1
48037;1
48038;1
48039;1
48041;1
48042;1
48043;1
48044;1
48045;1
48046;1
48048;1
48050;1
48051;1
48053;1
48054;1
48055;1
48056;1
48058;1
48059;1
48061;1
48063;1
48064;1
48065;1
48067;1
48068;1
48069;1
48070;1
48071;1
48072;1
48073;1
48074;1
48075;1
48077;1
48079;1
48080;1
48081;1
48082;1
48083;1
48085;1
48086;1
48087;1
48088;1
48089;1
48090;1
48091;1
48092;1
48094;1
48095;1
48096;1
48097;1
48098;1
48099;1
48100;1
48103;1
48104;1
48105;1
48106;1
48107;1
48108;1
48110;1
48111;1
48112;1
48115;1
48116;1
48117;1
48119;1
48121;1
48123;1
48124;1
48126;1
48127;1
48128;1
48129;1
48130;1
48131;1
48132;1
48135;1
48136;1
48137;1
48138;1
48139;1
48140;1
48141;1
48144;1
48145;1
48146;1
48147;1
48148;1
48149;1
48150;1
48151;1
48152;1
48153;1
48155;1
48156;1
48157;1
48158;1
48160;1
48161;1
48163;1
48165;1
48166;1
48167;1
48168;1
48169;1
48170;1
48171;1
48173;1
48174;1
48175;1
48176;1
48177;1
48178;1
48179;1
48181;1
48182;1
48185;1
48187;1
48188;1
48190;1
48191;1
48192;1
48193;1
48194;1
48198;1
49002;0
49003;0
49007;0
49008;1
49009;0
49010;1
49011;0
49012;0
49015;0
49017;1
49018;1
49020;0
49021;1
49022;0
49023;0
49026;1
49027;0
49028;0
49029;0
49030;0
49035;0
49036;1
49038;1
49041;0
49045;0
49048;0
49050;0
49053;0
49054;1
49055;0
49056;1
49057;0
49058;0
49060;0
49061;1
49063;0
49064;1
49067;1
49068;0
49069;0
49070;0
49076;1
49080;1
49082;0
49086;0
49089;1
49090;1
49092;0
49099;0
49100;0
49102;0
49107;1
49109;0
49110;1
49112;0
49113;0
49114;0
49120;0
49121;0
49123;0
49125;0
49127;1
49129;0
49130;0
49131;0
49132;1
49135;0
49138;1
49140;0
49155;1
49160;0
49161;1
49163;1
49167;0
49170;1
49171;0
49174;1
49176;1
49178;1
49180;0
49182;0
49183;1
49188;1
49192;0
49193;0
49194;1
49195;0
49200;0
49201;1
49205;1
49209;1
49211;0
49214;0
49215;0
49216;1
49217;1
49218;0
49219;0
49220;1
49221;0
49222;0
49223;0
49224;0
49228;1
49231;0
49235;0
49236;0
49237;1
49240;0
49241;0
49244;0
49246;0
49247;0
49248;1
49253;0
49257;1
49259;0
49260;0
49261;0
49262;0
49266;1
49267;0
49269;0
49271;0
49272;0
49278;0
49283;0
49284;0
49288;0
49291;0
49292;0
49294;0
49298;0
49299;0
49301;0
49302;0
49306;0
49307;0
49308;0
49310;0
49311;0
49321;1
49323;0
49326;0
49328;0
49329;0
49330;1
49331;1
49332;0
49333;1
49334;1
49336;0
49338;0
49339;0
49341;0
49343;0
49344;1
49345;0
49347;1
49352;0
49353;0
49355;0
49358;0
49359;0
49361;0
49362;0
49364;0
49367;1
49368;0
49369;0
49370;0
49371;0
49373;0
49374;0
49377;0
49378;0
49381;0
50002;0
50003;0
50004;0
50006;0
50008;0
50013;0
50015;0
50016;1
50019;1
50021;1
50022;0
50023;1
50024;1
50025;1
50026;0
50027;1
50028;0
50029;1
50030;0
50031;0
50032;0
50033;0
50034;0
50036;1
50038;0
50039;0
50040;1
50041;0
50042;1
50044;0
50045;0
50046;0
50048;1
50049;0
50050;0
50052;1
50054;0
50055;0
50058;0
50059;1
50060;1
50062;1
50064;0
50066;0
50069;1
50070;1
50072;0
50074;1
50076;0
50077;0
50078;1
50079;0
50081;0
50082;0
50083;0
50084;0
50085;0
50086;0
50087;0
50088;1
50090;1
50092;0
50093;0
50094;0
50095;0
50096;0
50097;0
50098;0
50099;1
50101;0
50102;0
50105;0
50106;0
50108;1
50109;0
50110;0
50111;0
50112;1
50115;1
50117;0
50118;1
50120;0
50121;1
50124;1
50126;1
50129;0
50130;1
50135;0
50137;1
50138;0
50139;0
50142;0
50143;0
50144;1
50145;0
50146;1
50147;0
50148;0
50149;0
50150;0
50151;1
50152;1
50155;1
50156;0
50158;1
50159;0
50161;0
50162;0
50164;0
50165;0
50166;1
50167;1
50168;1
50169;0
50172;0
50174;0
50175;0
50176;0
50177;1
50178;0
50181;1
50182;1
50183;0
50184;0
50185;1
50186;0
50188;0
50190;0
50192;0
50193;1
50194;0
50195;1
50196;0
50197;0
50198;1
50199;1
50200;1
50205;1
50207;0
50208;1
50209;0
50210;1
50214;0
50215;0
50216;0
50217;1
50218;0
50219;0
50221;0
50222;0
50225;1
50227;0
50228;0
50229;1
50230;0
50231;0
50232;0
50233;0
50234;1
50235;0
50236;1
50237;0
50238;0
50239;0
50240;0
50241;0
50243;0
50246;1
50247;0
50251;0
50252;0
50253;1
50256;1
50258;0
50259;1
50260;1
50261;0
50262;1
50263;1
50265;1
50266;0
50267;1
50268;0
50269;1
50270;0
50271;1
50272;0
50273;1
50274;1
50275;1
50276;1
50277;0
50278;0
50279;0
50281;0
50282;1
50283;0
50285;0
50288;1
50289;1
50290;1
50291;1
50292;0
50294;0
50295;1
50296;0
50297;0
50298;1
50299;0
50300;1
50302;0
50304;0
50305;0
50310;0
50311;0
50312;1
50315;1
50317;1
50321;0
50324;0
50326;0
50327;0
50328;1
50332;0
50334;1
50335;0
50336;0
50338;1
50340;0
50341;0
50342;0
50345;0
50347;1
50349;0
50350;0
50351;0
50352;0
50353;1
50356;0
50357;1
50359;1
50360;0
50361;0
50362;1
50363;0
50364;0
50365;0
50368;1
50369;0
50370;0
50371;1
50372;1
50373;1
50374;0
50376;0
50378;0
50379;1
50382;0
50384;0
50387;0
50388;0
50389;0
50390;0
50391;1
50393;1
50394;1
50395;0
50397;1
50398;0
50399;1
50400;1
50401;0
50402;0
50403;1
50405;1
50407;1
50408;1
50409;0
50410;1
50411;1
50412;0
50413;1
50417;0
50419;0
50420;0
50421;0
50422;1
50423;0
50425;0
50426;0
50428;1
50429;0
50430;0
50431;0
50433;0
50435;0
50436;1
50437;0
50442;0
50443;1
50444;0
50445;1
50446;0
50447;0
50448;1
50450;1
50451;1
50452;1
50453;1
50454;0
50455;0
50456;1
50457;0
50461;0
50462;1
50463;0
50464;0
50467;0
50468;0
50469;0
50471;0
50472;1
50473;0
50474;1
50475;0
50476;0
50478;0
50479;1
50480;0
50481;1
50482;1
50483;0
50484;1
50486;0
50487;1
50488;0
50489;1
50490;0
50491;0
50492;0
50493;0
50495;1
50496;1
50498;0
50499;1
50500;1
50502;0
50504;0
50505;1
50506;0
50507;0
50509;1
50510;1
50511;0
50512;0
50513;0
50514;1
50517;1
50518;1
50519;0
50521;1
50522;0
50523;1
50525;1
50528;1
50529;1
50531;1
50532;0
50533;1
50535;1
50536;0
50537;0
50538;0
50539;0
50540;0
50541;0
50542;1
50543;1
50546;0
50548;1
50549;0
50550;0
50551;0
50552;1
50553;1
50554;1
50556;0
50562;0
50563;0
50564;1
50565;1
50567;0
50568;0
50569;0
50570;1
50571;1
50572;0
50574;1
50575;0
50576;0
50577;0
50578;0
50579;0
50580;0
50582;1
50584;1
50585;0
50587;0
50588;0
50589;1
50590;1
50591;1
50592;0
50593;0
50594;0
50596;0
50597;1
50598;0
50599;0
50601;0
50603;0
50604;0
50606;1
50607;1
50609;1
50610;0
50612;1
50613;0
50615;0
50616;1
50617;1
50618;0
50619;0
50621;0
50624;0
50626;0
50628;1
50629;1
50633;0
50634;0
50637;1
50639;1
50641;0
50643;0
50647;0
50648;0
51001;1
51002;0
51003;1
51004;1
51005;1
51006;1
51007;0
51008;1
51009;1
51010;1
51012;1
51013;1
51014;0
51015;1
51016;1
51017;1
51018;1
51019;1
51020;0
51022;1
51023;1
51025;0
51027;1
51028;0
51029;0
51030;0
51031;1
51032;1
51033;1
51034;1
51035;1
51036;1
51037;0
51038;1
51039;1
51040;1
51041;1
51042;1
51043;0
51044;0
51045;1
51046;1
51047;1
51048;1
51049;1
51050;1
51051;0
51052;1
51053;1
51054;1
51055;0
51056;1
51057;1
51058;0
51059;1
51060;1
51061;1
51062;1
51063;1
51065;1
51066;1
51068;1
51069;1
51070;1
51071;1
51072;0
51073;1
51074;0
51075;0
51076;0
51077;0
51078;1
51079;0
51080;1
51081;0
51082;1
51083;1
51084;1
51085;0
51086;0
51087;1
51088;0
51089;1
51090;1
51091;1
51092;1
51093;0
51094;1
51095;1
51097;1
51098;1
51099;1
51100;1
51101;0
51102;0
51103;1
51104;1
51105;1
51106;1
51107;1
51108;0
51109;0
51110;1
51111;1
51112;0
51113;1
51115;0
51116;1
51117;1
51118;0
51119;0
51120;1
51121;0
51122;1
51124;1
51125;1
51126;1
51127;1
51128;1
51129;1
51130;1
51132;1
51133;1
51134;1
51135;1
51136;1
51137;1
51138;1
51139;1
51140;1
51141;1
51142;0
51143;1
51144;1
51145;0
51146;1
51147;1
51148;1
51149;1
51150;1
51151;1
51152;0
51153;0
51154;1
51155;1
51156;1
51157;1
51158;1
51160;0
51161;1
51162;1
51163;1
51164;1
51165;1
51166;1
51167;1
51168;0
51169;1
51170;1
51171;0
51172;0
51173;0
51174;1
51175;1
51176;1
51177;0
51178;1
51179;1
51181;0
51182;1
51183;0
51184;1
51185;1
51186;1
51187;0
51188;0
51190;1
51191;1
51192;0
51193;1
51194;0
51195;1
51196;0
51197;1
51198;0
51199;1
51200;0
51201;1
51202;0
51203;1
51204;0
51205;1
51206;1
51208;1
51210;0
51211;1
51212;1
51213;1
51214;1
51215;1
51216;1
51217;0
51218;1
51219;1
51220;1
51222;1
51223;1
51224;1
51225;0
51226;1
51227;1
51228;1
51229;1
51230;0
51231;1
51232;1
51233;1
51234;1
51235;1
51236;1
51237;1
51238;1
51239;1
51240;1
51241;1
51242;0
51243;1
51244;1
51245;0
51246;1
51247;1
51248;1
51249;0
51250;0
51251;0
51252;0
51253;1
51254;1
51255;1
51256;0
51258;1
51259;1
51260;1
51262;1
51263;1
51264;1
51265;1
51266;0
51267;0
51268;1
51269;1
51270;1
51272;1
51273;1
51274;1
51275;1
51276;1
51277;1
51278;0
51279;1
51280;1
51281;0
51282;0
51283;1
51284;1
51285;1
51286;1
51287;0
51288;1
51289;1
51290;1
51291;0
51292;1
51293;0
51294;0
51295;1
51296;1
51298;0
51299;0
51300;1
51301;1
51302;0
51303;1
51304;1
51305;0
51306;1
51307;1
51308;0
51309;1
51310;0
51311;1
51312;1
51313;1
51314;1
51315;1
51316;1
51317;1
51318;0
51319;1
51320;0
51321;1
51322;1
51323;1
51324;1
51325;1
51326;1
51327;1
51328;1
51329;0
51333;0
51334;1
51336;1
51337;0
51338;0
51339;1
51340;1
51341;1
51342;0
51343;1
51344;0
51345;1
51346;0
51348;1
51349;1
51350;1
51351;1
51352;1
51353;1
51354;1
51355;1
51356;1
51357;1
51358;1
51359;1
51360;1
51361;1
51362;0
51363;1
51364;0
51365;0
51367;1
51368;1
51369;1
51370;1
51371;1
51372;1
51373;1
51374;1
51375;0
51376;1
51377;1
51378;0
51379;0
51380;1
51381;1
51382;0
51384;0
51386;1
51387;1
51388;1
51389;1
51390;0
51391;0
51392;0
51393;1
51395;1
51396;0
51397;1
51398;1
51399;1
51402;1
51403;1
51404;1
51406;1
51407;1
51409;1
51410;0
51412;1
51413;0
51414;1
51415;1
51416;1
51417;1
51418;0
51419;1
51420;1
51421;1
51422;0
51423;1
51424;1
51425;1
51426;1
51428;0
51429;0
51430;1
51431;0
51432;1
51433;1
51434;0
51435;1
51436;1
51437;1
51438;1
51439;0
51440;1
51441;1
51442;1
51443;1
51444;0
51445;1
51446;1
51447;1
51448;0
51449;1
51450;0
51451;1
51452;1
51453;0
51454;0
51455;1
51456;1
51457;1
51458;1
51459;1
51460;1
51461;0
51463;1
51464;0
51465;0
51466;1
51468;0
51469;1
51470;1
51471;0
51472;1
51473;1
51474;0
51475;1
51476;0
51477;0
51478;1
51479;0
51480;1
51482;1
51483;0
51484;0
51485;1
51486;1
51487;1
51488;0
51489;1
51490;1
51491;1
51492;1
51493;0
51495;1
51496;1
51497;1
51498;1
51499;1
51500;1
51501;1
51502;1
51503;1
51504;0
51505;1
51506;0
51507;1
51508;1
51509;1
51510;1
51511;1
51512;1
51513;1
51514;1
51515;1
51516;1
51517;1
51518;0
51519;1
51520;1
51521;1
51522;1
51523;1
51524;1
51525;1
51526;1
51527;0
51528;1
51529;1
51530;0
51531;1
51532;0
51533;1
51534;0
51535;1
51536;0
51537;1
51538;1
51539;1
51542;1
51543;1
51544;1
51545;1
51546;1
51547;1
51548;1
51549;1
51550;1
51551;1
51552;1
51553;1
51555;1
51556;1
51557;1
51558;1
51559;1
51560;1
51562;0
51563;1
51564;0
51565;1
51566;1
51567;1
51568;0
51569;0
51570;1
51571;0
51572;1
51573;0
51574;1
51576;0
51577;1
51578;1
51579;1
51580;0
51581;0
51582;0
51583;1
51584;0
51585;0
51586;0
51587;1
51588;1
51589;1
51590;1
51591;0
51592;1
51594;1
51595;1
51596;1
51597;0
51598;1
51599;1
51600;1
51601;1
51602;1
51603;1
51604;0
51605;0
51607;1
51608;1
51609;0
51610;1
51611;1
51612;1
51613;0
51614;0
51616;1
51617;0
51618;1
51619;1
51620;1
51621;1
51622;0
51623;0
51624;1
51625;1
51626;1
51627;1
51628;1
51629;0
51630;1
51631;0
51632;1
51633;0
51634;1
51635;1
51636;0
51637;1
51638;1
51639;1
51640;1
51641;1
51642;1
51643;0
51644;0
51645;1
51646;1
51647;1
51648;1
51649;1
51650;1
51652;1
51654;1
51655;1
51656;1
51657;0
51658;1
51659;1
51660;0
51662;0
51663;0
52001;1
52002;1
52003;1
52004;1
52005;1
52006;0
52007;1
52008;1
52009;1
52011;1
52012;1
52013;1
52014;1
52015;1
52016;1
52017;1
52019;1
52021;0
52022;1
52023;1
52025;1
52027;1
52028;1
52029;1
52030;1
52031;1
52033;1
52034;0
52035;1
52037;1
52038;1
52039;1
52040;1
52042;1
52043;1
52044;1
52045;0
52047;1
52050;1
52051;1
52053;1
52055;1
52056;1
52057;1
52058;1
52059;1
52060;1
52061;1
52062;1
52063;1
52064;1
52065;1
52066;1
52067;1
52069;1
52070;1
52072;1
52074;1
52075;1
52076;1
52079;0
52082;1
52083;1
52084;1
52085;1
52087;1
52088;1
52089;1
52090;1
52091;1
52092;1
52093;1
52094;1
52095;1
52097;1
52099;0
52101;1
52102;1
52103;1
52104;0
52105;1
52106;1
52107;1
52108;1
52109;1
52110;1
52113;1
52114;1
52115;1
52116;1
52118;1
52119;1
52120;1
52121;1
52122;1
52123;0
52124;1
52125;1
52126;1
52127;1
52128;1
52129;1
52130;1
52131;1
52132;1
52133;1
52134;1
52135;1
52136;1
52137;1
52138;1
52140;1
52141;1
52142;1
52145;1
52146;1
52147;1
52149;1
52151;1
52155;1
52156;0
52157;1
52158;1
52159;1
52160;1
52161;1
52162;1
52163;1
52164;1
52165;1
52167;1
52168;1
52169;0
52170;1
52171;0
52172;1
52173;1
52174;1
52175;1
52177;1
52178;1
52179;0
52181;1
52182;0
52183;1
52184;1
52185;1
52187;1
52189;1
52190;1
52193;1
52194;0
52195;1
52196;1
52197;1
52198;0
52199;1
52200;1
52201;1
52203;0
52204;1
52205;1
52206;1
52207;1
52208;1
52211;1
52212;1
52213;1
52214;1
52216;1
52217;1
52218;1
52219;1
52220;1
52221;1
52222;1
52223;1
52227;1
52228;1
52229;1
52230;1
52231;1
52232;1
52233;1
52234;1
52235;0
52237;1
52240;1
52242;1
52243;1
52244;0
52245;1
52246;1
52247;1
52248;1
52249;1
52250;1
52251;1
52253;1
52254;1
52256;1
52257;1
52258;1
52260;1
52264;1
52265;0
52266;1
52267;0
52269;1
52271;1
52272;1
52273;1
52274;1
52275;1
52276;1
52277;1
52278;1
52280;1
52282;1
52284;1
52285;1
52286;1
52287;1
52288;1
52289;1
52290;1
52291;1
52292;1
52294;0
52295;1
52297;1
52298;1
52300;0
52301;1
52302;0
52303;1
52304;1
52305;1
52306;1
52307;1
52308;1
52310;1
52311;1
52312;1
52313;1
52315;1
52316;1
52318;1
52319;1
52320;1
52321;1
52322;1
52325;1
52326;1
52327;0
52328;1
52330;1
52331;1
52332;1
52335;1
52336;0
52337;1
52341;0
52342;1
52344;1
52346;1
52347;0
52348;1
52349;1
52350;1
52352;1
52353;1
52354;1
52355;1
52356;1
52357;1
52358;1
52359;1
52360;1
52362;1
52363;1
52364;1
52365;1
52366;1
52367;1
52369;1
52370;0
52371;1
52372;1
52373;1
52374;1
52375;1
52376;1
52377;1
52378;1
52380;1
52383;1
52384;1
52385;1
52386;0
52388;1
52390;1
52391;1
52392;1
52393;1
52394;1
52395;1
52396;1
52397;1
52398;1
52399;1
52400;1
52401;1
52403;1
52405;1
52406;1
52407;1
52411;1
52413;0
52414;0
52415;1
52416;1
52419;1
52420;1
52421;1
52422;1
52423;1
52424;1
52425;1
52426;1
52428;1
52429;0
52431;1
52432;1
52433;1
52436;1
52437;1
52438;1
52439;1
52440;1
52442;1
52443;1
52444;1
52445;1
52446;1
52447;1
52448;0
52449;1
52450;1
52452;1
52453;1
52455;1
52456;1
52457;1
52459;1
52461;1
52463;1
52464;1
52465;1
52467;1
52468;1
52469;1
52470;1
52472;1
52473;1
52474;1
52475;0
52476;1
52479;1
52480;1
52482;1
52483;1
52484;1
52486;1
52487;1
52488;1
52489;1
52490;1
52491;1
52492;1
52493;1
52494;1
52495;1
52497;0
52499;1
52500;0
52502;0
52503;1
52504;1
52505;1
52506;1
52507;1
52510;0
52511;1
52512;1
52513;1
52514;1
52515;1
52516;1
52517;1
52518;1
52519;1
52520;1
52522;1
52523;1
52524;1
52525;1
52526;1
52528;0
52529;1
52534;0
52535;1
52536;1
52538;1
52539;1
52540;1
52541;1
52542;1
52543;0
52544;1
52545;1
52546;1
52547;1
52548;1
52549;1
52550;0
53001;0
53002;0
53003;1
53005;1
53007;0
53008;0
53009;1
53010;1
53011;1
53012;1
53013;1
53015;1
53016;1
53017;1
53018;1
53019;1
53021;0
53022;1
53023;1
53025;1
53026;0
53027;1
53028;0
53029;1
53030;1
53031;1
53033;1
53034;0
53035;1
53036;1
53037;1
53038;1
53039;0
53040;0
53041;1
53042;1
53043;1
53045;0
53046;1
53047;1
53048;1
53049;0
53051;1
53052;1
53053;1
53054;0
53055;1
53056;0
53057;1
53058;1
53059;1
53061;1
53062;0
53063;1
53064;1
53066;1
53067;1
53068;1
53069;1
53071;1
53072;0
53073;1
53074;0
53075;1
53076;1
53077;1
53078;1
53079;1
53080;1
53082;1
53083;1
53084;1
53085;1
53086;1
53087;1
53088;1
53089;1
53090;1
53091;1
53093;1
53094;0
53096;1
53097;1
53098;1
53099;0
53100;1
53101;0
53102;1
53103;0
53104;1
53105;1
53106;1
53107;1
53108;0
53109;0
53110;1
53111;0
53112;1
53113;1
53114;1
53115;1
53116;1
53117;1
53118;1
53119;0
53120;1
53121;1
53122;1
53123;1
53124;1
53125;1
53126;1
53127;1
53128;1
53129;0
53130;0
53131;1
53132;1
53133;1
53134;1
53135;1
53136;1
53137;0
53139;1
53140;0
53141;0
53142;1
53143;1
53144;0
53145;1
53146;0
53147;0
53148;1
53150;0
53151;1
53152;1
53153;1
53154;1
53155;1
53156;0
53157;0
53158;0
53160;1
53161;1
53162;0
53163;1
53164;1
53165;1
53168;0
53169;0
53170;1
53172;1
53173;1
53174;0
53175;0
53176;1
53177;1
53178;0
53179;0
53180;1
53181;1
53182;0
53184;1
53185;1
53186;1
53187;1
53188;1
53189;1
53190;1
53191;1
53192;1
53193;1
53195;0
53196;1
53197;1
53198;1
53199;1
53200;0
53201;0
53202;1
53203;1
53204;1
53206;1
53208;1
53209;0
53210;1
53211;1
53212;1
53213;1
53214;1
53216;0
53218;1
53219;0
53220;1
53221;1
53222;0
53223;1
53224;0
53225;1
53226;1
53228;1
53229;0
53230;1
53232;1
53233;1
53234;1
53235;1
53236;1
53237;1
53238;1
53249;1
53240;1
53242;1
53243;0
53245;1
53246;1
53247;0
53248;1
53250;1
53251;1
53253;1
53255;1
53256;1
53257;1
53258;1
53259;1
53260;1
53261;1
53262;0
53263;1
53264;1
53265;1
53266;1
53267;1
53269;1
53270;1
53271;1
53272;1
53273;1
53276;1
54001;0
54002;0
54003;1
54004;0
54005;0
54006;0
54007;0
54008;1
54009;0
54010;1
54011;0
54012;0
54013;1
54014;1
54015;0
54016;0
54017;1
54018;0
54019;1
54020;1
54021;0
54022;1
54023;1
54024;0
54025;0
54026;1
54027;0
54028;0
54029;0
54030;1
54031;0
54032;0
54033;0
54034;0
54035;1
54036;0
54037;0
54038;0
54039;0
54040;1
54041;1
54042;0
54043;0
54044;1
54045;0
54046;1
54047;1
54048;0
54049;0
54050;1
54051;0
54052;1
54053;1
54054;0
54055;1
54056;0
54057;1
54058;0
54059;0
54060;0
54061;0
54062;0
54063;1
54064;1
54065;0
54066;0
54067;0
54068;1
54069;0
54070;0
54071;1
54072;0
54073;0
54074;1
54075;1
54076;0
54077;1
54078;1
54079;0
54080;1
54081;0
54082;0
54083;1
54084;0
54085;0
54086;0
54087;1
54088;0
54089;0
54090;0
54091;0
54092;1
54093;0
54094;1
54095;0
54096;0
54097;1
54098;0
54099;0
54100;0
54101;0
54102;0
54103;0
54104;0
54105;1
54106;1
54107;1
54108;0
54109;0
54110;0
54111;0
54112;1
54113;0
54114;0
54115;0
54116;0
54117;0
54118;0
54119;1
54120;0
54121;0
54122;0
54123;0
54124;1
54125;0
54126;0
54127;0
54128;0
54129;1
54130;0
54131;0
54132;0
54133;1
54134;0
54135;1
54136;0
54137;0
54138;0
54139;1
54140;1
54141;0
54142;0
54143;1
54144;0
54145;1
54146;1
54147;1
54148;0
54149;0
54150;0
54151;0
54152;0
54153;1
54154;0
54155;1
54156;1
54157;0
54158;1
54159;0
54160;1
54161;1
54162;0
54163;1
54164;0
54165;0
54166;1
54167;0
54168;0
54169;0
54170;0
54171;0
54172;0
54173;1
54174;0
54175;0
54176;1
54177;1
54178;0
54179;0
54180;0
54181;0
54182;1
54183;1
54184;0
54185;0
54186;0
54187;1
54188;0
54189;1
54190;1
54191;1
54192;0
54193;1
54194;0
54195;1
54196;0
54197;0
54198;0
54199;0
54200;1
54201;0
54202;0
54203;0
54204;1
54205;0
54206;1
54207;1
54208;0
54209;1
54210;1
54211;1
54212;0
54213;0
54214;0
54215;0
54216;0
54217;0
54218;1
54219;0
54220;1
54221;0
54222;1
54223;1
54224;0
54225;0
54226;1
54227;0
54228;1
54229;0
54230;1
54231;0
54232;0
54233;1
54234;0
54235;0
54236;0
54237;1
54238;0
54239;0
54240;1
54241;1
54242;0
54243;0
54244;1
54245;0
54246;1
54247;0
54248;1
54249;1
54250;0
54251;1
54252;0
54253;0
54254;0
54255;1
54256;0
54257;0
54258;1
54259;1
54260;0
54261;0
54262;1
54263;0
54264;0
54265;0
54266;0
54268;1
54269;0
54270;0
54271;1
54272;0
54273;0
54274;0
54275;1
54276;0
54277;0
54278;1
54279;0
54280;0
54281;0
54282;0
54283;0
54284;0
54285;1
54286;0
54287;0
54288;0
54289;0
54290;0
54291;0
54292;1
54293;0
54294;0
54295;0
54296;0
54297;0
54298;0
54299;0
54300;0
54301;0
54302;0
54303;0
54304;0
54305;0
54306;0
54307;0
54308;1
54309;0
54310;0
54311;0
54312;0
54313;0
54314;0
54315;0
54316;1
54317;1
54318;0
54320;0
54321;0
54322;0
54323;0
54324;0
54325;0
54326;0
54327;0
54328;0
54329;0
54330;0
54331;1
54332;0
54333;0
54334;0
54335;1
54336;0
54337;0
54338;0
54339;0
54340;1
54343;1
54344;0
54345;0
54346;0
54348;1
54349;0
54350;0
54351;0
54352;0
54353;1
54354;0
54355;1
54356;1
54357;0
54358;0
54359;0
54360;0
54362;0
54363;0
54364;0
54365;0
54366;0
54367;0
54368;1
54369;0
54370;1
54371;0
54372;0
54373;0
54374;0
54375;0
54376;0
54377;1
54378;0
54379;1
54380;1
54381;1
54382;0
54383;0
54385;0
54386;1
54387;0
54388;1
54389;0
54390;0
54391;0
54392;1
54393;1
54394;0
54395;0
54396;1
54397;0
54398;1
54399;0
54400;0
54401;1
54402;0
54403;0
54404;1
54405;1
54406;1
54407;0
54408;0
54409;0
54410;1
54411;0
54412;0
54413;0
54414;0
54415;0
54416;1
54417;0
54418;1
54419;1
54420;0
54421;1
54422;0
54423;1
54424;0
54425;0
54426;0
54427;1
54428;0
54429;0
54430;0
54431;0
54432;0
54433;0
54434;0
54435;0
54436;0
54437;0
54438;1
54439;0
54440;0
54441;1
54442;0
54443;1
54444;0
54445;1
54446;1
54447;1
54449;0
54450;0
54451;0
54452;1
54453;1
54455;1
54456;1
54457;1
54458;1
54459;0
54460;0
54461;0
54462;0
54463;0
54464;0
54465;0
54466;0
54467;0
54468;0
54469;0
54470;1
54471;0
54472;0
54473;1
54474;0
54475;0
54476;0
54477;1
54478;0
54479;0
54480;1
54481;1
54482;0
54483;0
54484;1
54485;0
54486;0
54487;0
54488;1
54489;0
54490;0
54491;0
54492;0
54493;0
54494;1
54495;0
54496;1
54497;0
54498;0
54499;1
54500;1
54501;1
54502;1
54504;0
54505;1
54507;1
54508;0
54509;0
54510;0
54511;1
54512;1
54513;0
54514;0
54515;0
54516;0
54517;0
54518;1
54519;0
54520;0
54521;0
54522;0
54523;1
54524;0
54525;0
54526;0
54527;0
54528;0
54529;1
54530;1
54531;1
54532;1
54533;0
54534;0
54535;1
54536;0
54537;0
54538;1
54539;0
54540;1
54541;1
54542;0
54543;1
54544;1
54545;1
54546;0
54547;0
54548;1
54549;0
54550;1
54551;1
54552;0
54553;0
54554;0
54555;0
54556;1
54557;0
54558;0
54559;0
54560;0
54561;1
54562;1
54563;0
54564;1
54565;0
54566;0
54567;0
54568;0
54569;0
54570;1
54571;0
54572;0
54573;0
54574;0
54575;0
54576;0
54577;0
54578;0
54579;0
54580;0
54581;0
54582;0
54583;1
54584;0
54585;0
54586;0
54587;0
54588;0
54589;0
54590;0
54591;0
54592;0
54593;1
54594;1
54595;1
54596;0
54597;0
54598;0
54599;1
54600;1
54601;1
54602;0
55001;1
55002;1
55004;1
55005;1
55007;1
55008;1
55009;1
55010;1
55011;1
55012;1
55013;1
55014;1
55015;1
55017;1
55018;1
55021;1
55022;1
55023;1
55024;1
55025;1
55026;1
55027;1
55028;1
55029;0
55031;1
55032;1
55033;1
55034;1
55035;1
55036;1
55037;1
55038;1
55039;1
55040;1
55041;1
55042;1
55043;1
55044;1
55045;1
55046;1
55047;1
55048;1
55049;0
55050;1
55051;1
55053;1
55054;1
55055;1
55057;1
55058;1
55059;1
55060;1
55061;1
55062;1
55063;1
55064;1
55065;1
55066;1
55067;1
55068;1
55069;1
55070;1
55071;1
55072;1
55073;1
55075;1
55076;1
55077;1
55078;1
55079;1
55080;1
55081;1
55082;1
55083;1
55084;1
55085;1
55087;1
55088;1
55089;1
55093;1
55094;1
55095;1
55096;1
55097;1
55099;1
55100;1
55101;1
55102;1
55103;1
55104;1
55105;1
55106;1
55107;1
55108;1
55109;1
55110;1
55111;1
55113;1
55114;1
55115;1
55116;1
55117;1
55118;1
55119;1
55120;0
55121;1
55122;1
55123;1
55124;1
55125;1
55127;1
55128;1
55129;1
55132;1
55133;1
55134;1
55137;1
55138;0
55139;1
55140;1
55141;1
55142;1
55143;1
55144;1
55145;1
55146;1
55148;1
55149;1
55150;1
55153;1
55154;1
55155;1
55156;1
55157;1
55158;1
55159;1
55160;1
55162;1
55163;1
55165;1
55166;1
55167;1
55168;1
55169;1
55170;1
55171;1
55172;1
55173;1
55174;1
55175;1
55177;1
